"movie_name","boxtot","year","month","ThreeD","Summer"
"Flight",89.650804,2012,11,0,"Not Summer"
"Florence Foster Jenkins",16.853295,2016,8,0,"Summer"
"Flushed Away",60.042437,2006,11,0,"Not Summer"
"Fly Me to the Moon",10.003617,2008,9,1,"Not Summer"
"Flyboys",10.794574,2006,9,0,"Not Summer"
"Focus (2015)",50.559409,2015,2,0,"Not Summer"
"Fool's Gold",63.668656,2008,2,0,"Not Summer"
"Footloose (2011)",50.418991,2011,10,0,"Not Summer"
"For Colored Girls",34.844387,2010,11,0,"Not Summer"
"For Greater Glory",1.885608,2012,6,0,"Summer"
"Forgetting Sarah Marshall",61.06966,2008,4,0,"Summer"
"Four Christmases",108.603765,2008,11,0,"Not Summer"
"Fracture",37.552286,2007,4,0,"Summer"
"Frank Miller's Sin City: A Dame to Kill For",12.216887,2014,8,0,"Summer"
"Frankenweenie",28.238779,2012,10,1,"Not Summer"
"Fred Claus",69.78089,2007,11,0,"Not Summer"
"Free Birds",51.057591,2013,11,1,"Not Summer"
"Free State of Jones",17.936708,2016,6,0,"Summer"
"Freedom Writers",32.289461,2007,1,0,"Not Summer"
"Freedomland",11.672474,2006,2,0,"Not Summer"
"Friday the 13th (2009)",61.841192,2009,2,0,"Not Summer"
"Friends with Benefits",51.232882,2011,7,0,"Summer"
"Friends with Money",6.003477,2006,4,0,"Summer"
"Fright Night (2011)",15.762135,2011,8,0,"Summer"
"From Paris with Love",22.269426,2010,2,0,"Not Summer"
"Frozen",396.581728,2013,1,1,"Not Summer"
"Fruitvale Station",7.339206,2013,7,0,"Summer"
"Fun Size",4.891866,2012,10,0,"Not Summer"
"Fun with Dick and Jane",105.363772,2006,1,0,"Not Summer"
"Funny People",47.91062,2009,7,0,"Summer"
"Furious 7",348.5324,2015,4,1,"Summer"
"Furry Vengeance",15.366166,2010,4,0,"Summer"
"Fury (2014)",82.366273,2014,10,0,"Not Summer"
"G-Force",112.254185,2009,7,1,"Summer"
"G.I. Joe: Retaliation",119.156891,2013,3,1,"Not Summer"
"G.I. Joe: The Rise of Cobra",141.301037,2009,8,0,"Summer"
"Gamer",17.583862,2009,9,0,"Not Summer"
"Gangster Squad",41.249058,2013,1,0,"Not Summer"
"Garfield: A Tail of Two Kitties",25.676743,2006,6,0,"Summer"
"Georgia Rule",17.527705,2007,5,0,"Summer"
"Get Hard",86.50399,2015,3,0,"Not Summer"
"Get Him to the Greek",58.71243,2010,6,0,"Summer"
"Get On Up",25.100655,2014,8,0,"Summer"
"Get Smart",121.913991,2008,6,0,"Summer"
"Getaway (2013)",7.132394,2013,8,0,"Summer"
"Ghost Rider",111.53776,2007,2,0,"Not Summer"
"Ghost Rider: Spirit of Vengeance",45.138096,2012,2,1,"Not Summer"
"Ghost Town",6.291047,2008,9,0,"Not Summer"
"Ghostbusters (2016)",119.409002,2016,7,0,"Summer"
"Ghosts of Girlfriends Past",50.986951,2009,5,0,"Summer"
"Girl in Progress",1.384078,2012,5,0,"Summer"
"Glee The 3D Concert Movie",2.734591,2011,8,0,"Summer"
"Glory Road",36.948746,2006,1,0,"Not Summer"
"Gnomeo and Juliet",93.58729,2011,2,1,"Not Summer"
"Goal! The Dream Begins",0.667124,2006,5,0,"Summer"
"God's Not Dead",58.186352,2014,3,0,"Not Summer"
"God's Not Dead 2",18.958215,2016,4,0,"Summer"
"Gods of Egypt",28.20354,2016,2,1,"Not Summer"
"Godzilla (2014)",196.0851,2014,5,0,"Summer"
"Going the Distance",15.416059,2010,9,0,"Not Summer"
"Gone",5.947977,2012,2,0,"Not Summer"
"Gone Baby Gone",17.594734,2007,10,0,"Not Summer"
"Gone Girl",163.37657,2014,10,0,"Not Summer"
"Good Luck Chuck",33.535975,2007,9,0,"Not Summer"
"Goosebumps",76.701051,2015,10,1,"Not Summer"
"Gracie",2.761318,2007,6,0,"Summer"
"Gran Torino",142.324041,2009,1,0,"Not Summer"
"Grandma (2015)",4.361581,2015,9,0,"Not Summer"
"Gravity",247.142861,2013,10,1,"Not Summer"
"Green Lantern",111.430033,2011,6,1,"Summer"
"Green Zone",31.870025,2010,3,0,"Not Summer"
"Gridiron Gang",37.201246,2006,9,0,"Not Summer"
"Grindhouse",21.31552,2007,4,0,"Summer"
"Grown Ups",154.040553,2010,6,0,"Summer"
"Grown Ups 2",125.68543,2013,7,0,"Summer"
"Grudge Match",23.633026,2013,1,0,"Not Summer"
"Guardians of the Galaxy",324.269904,2014,8,1,"Summer"
"Gulliver's Travels",28.387195,2010,1,1,"Not Summer"
"Hacksaw Ridge",61.898104,2016,11,0,"Not Summer"
"Hail, Caesar!",27.17281,2016,2,0,"Not Summer"
"Hairspray (2007)",114.216,2007,7,0,"Summer"
"Hall Pass",40.61811,2011,2,0,"Not Summer"
"Halloween (2007)",53.084028,2007,8,0,"Summer"
"Halloween II (2009)",27.979893,2009,8,0,"Summer"
"Hancock",222.625918,2008,7,0,"Summer"
"Hanna",36.798098,2011,4,0,"Summer"
"Hannah Montana The Movie",75.488368,2009,4,0,"Summer"
"Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour",60.082689,2008,2,0,"Not Summer"
"Hannibal Rising",24.15731,2007,2,0,"Not Summer"
"Hansel and Gretel: Witch Hunters",51.260554,2013,1,0,"Not Summer"
"Happily N'Ever After",11.865637,2007,1,0,"Not Summer"
"Happy Feet",181.40972,2006,1,0,"Not Summer"
"Happy Feet Two",57.832544,2011,11,1,"Not Summer"
"Hardcore Henry",8.267441,2016,4,0,"Summer"
"Harold and Kumar Escape from Guantanamo Bay",36.480065,2008,4,0,"Summer"
"Harry Potter and the Deathly Hallows Part 1",270.527686,2010,11,0,"Not Summer"
"Harry Potter and the Deathly Hallows Part 2",376.103101,2011,7,0,"Summer"
"Harry Potter and the Goblet of Fire",277.724469,2006,1,0,"Not Summer"
"Harry Potter and the Half-Blood Prince",291.791652,2009,7,1,"Summer"
"Harry Potter and the Order of the Phoenix",280.828522,2007,7,1,"Summer"
"Haywire",16.644904,2012,1,0,"Not Summer"
"He's Just Not That Into You",90.294382,2009,2,0,"Not Summer"
"Heaven is for Real",87.212475,2014,4,0,"Summer"
"Hell or High Water",25.262126,2016,8,0,"Summer"
"Hellboy II: The Golden Army",68.74581,2008,7,0,"Summer"
"Hello, My Name is Doris",10.127107,2016,3,0,"Not Summer"
"Her (2013)",20.047516,2014,1,0,"Not Summer"
"Hercules (2014)",67.595189,2014,7,0,"Summer"
"Here Comes the Boom",41.349279,2012,10,0,"Not Summer"
"Hereafter",30.130349,2010,10,0,"Not Summer"
"High School Musical 3: Senior Year",87.562257,2008,10,0,"Not Summer"
"Hillary's America: The Secret History of the Democratic Party",10.190946,2016,7,0,"Summer"
"Hillsong - Let Hope Rise",0.628782,2016,9,0,"Not Summer"
"Hit and Run",6.783057,2012,8,0,"Summer"
"Hitman",37.122401,2007,11,0,"Not Summer"
"Hitman: Agent 47",20.920275,2015,8,0,"Summer"
"Hollywoodland",11.434376,2006,9,0,"Not Summer"
"Home (2015)",171.090607,2015,3,0,"Not Summer"
"Homefront",19.257055,2013,11,0,"Not Summer"
"Hoodwinked",47.459067,2006,1,0,"Not Summer"
"Hoodwinked Too! Hood vs. Evil",9.291618,2011,4,1,"Summer"
"Hoot",6.380246,2006,5,0,"Summer"
"Hop",105.403285,2011,4,0,"Summer"
"Hope Springs",61.298155,2012,8,0,"Summer"
"Horrible Bosses",107.564646,2011,7,0,"Summer"
"Horrible Bosses 2",45.574692,2014,11,0,"Not Summer"
"Hostel",44.024846,2006,1,0,"Not Summer"
"Hostel Part II",16.040871,2007,6,0,"Summer"
"Hot Fuzz",21.675127,2007,4,0,"Summer"
"Hot Pursuit",32.709815,2015,5,0,"Summer"
"Hot Rod",8.792476,2007,8,0,"Summer"
"Hot Tub Time Machine",46.510924,2010,3,0,"Not Summer"
"Hot Tub Time Machine 2",11.274865,2015,2,0,"Not Summer"
"Hotel for Dogs",62.085972,2009,1,0,"Not Summer"
"Hotel Transylvania",142.734519,2012,9,1,"Not Summer"
"Hotel Transylvania 2",165.208755,2015,9,1,"Not Summer"
"House at the End of The Street",28.686004,2012,9,0,"Not Summer"
"How Do You Know",9.743996,2010,12,0,"Not Summer"
"How She Move",1.244211,2008,1,0,"Not Summer"
"How to Be Single",41.203465,2016,2,0,"Not Summer"
"How to Eat Fried Worms",5.297,2006,8,0,"Summer"
"How to Train Your Dragon",213.39486,2010,3,1,"Not Summer"
"How to Train Your Dragon 2",167.354057,2014,6,1,"Summer"
"Hugo",42.93215,2011,11,1,"Not Summer"
"I Am Legend",249.45564,2007,1,0,"Not Summer"
"I Am Number Four",48.195409,2011,2,0,"Not Summer"
"I Don't Know How She Does It",8.820438,2011,9,0,"Not Summer"
"I Know Who Killed Me",5.066322,2007,7,0,"Summer"
"I Love You Beth Cooper",12.657865,2009,7,0,"Summer"
"I Love You, Man",65.856939,2009,3,0,"Not Summer"
"I Now Pronounce You Chuck and Larry",111.45434,2007,7,0,"Summer"
"I Think I Love My Wife",10.480651,2007,3,0,"Not Summer"
"I, Frankenstein",15.736776,2014,1,1,"Not Summer"
"I.O.U.S.A.",0.538441,2008,8,0,"Summer"
"Ice Age: Collision Course",56.673271,2016,7,1,"Summer"
"Ice Age: Continental Drift",147.186416,2012,7,1,"Summer"
"Ice Age: Dawn of the Dinosaurs",185.200845,2009,7,1,"Summer"
"Ice Age: The Meltdown",190.496877,2006,3,0,"Not Summer"
"Identity Thief",128.81789,2013,2,0,"Not Summer"
"Idlewild",5.74578,2006,8,0,"Summer"
"If I Stay",48.064584,2014,8,0,"Summer"
"Igor",15.159435,2008,9,0,"Not Summer"
"Imagine That",13.124742,2009,6,0,"Summer"
"Immortals",81.038005,2011,11,1,"Not Summer"
"In the Heart of the Sea",21.31743,2015,12,1,"Not Summer"
"In the Land of Women",9.308837,2007,4,0,"Summer"
"In the Valley of Elah",3.884195,2007,10,0,"Not Summer"
"In Time",33.9479,2011,10,0,"Not Summer"
"Incarnate",2.690771,2016,12,0,"Not Summer"
"Inception",287.501168,2010,7,0,"Summer"
"Independence Day: Resurgence",100.057324,2016,6,1,"Summer"
"Indiana Jones and the Kingdom of the Crystal Skull",311.613615,2008,5,0,"Summer"
"Inferno",32.733473,2016,10,0,"Not Summer"
"Inglourious Basterds",115.474882,2009,8,0,"Summer"
"Inkheart",12.813023,2009,1,0,"Not Summer"
"Inside Man",82.384215,2006,3,0,"Not Summer"
"Inside Out",349.526793,2015,6,1,"Summer"
"Insidious",50.421319,2011,4,0,"Summer"
"Insidious Chapter 2",82.412431,2013,9,0,"Not Summer"
"Insidious Chapter 3",50.368393,2015,6,0,"Summer"
"Instructions Not Included",41.258393,2013,8,0,"Summer"
"Interstellar",173.390457,2014,11,0,"Not Summer"
"Into The Storm",38.304693,2014,8,0,"Summer"
"Into the Woods",122.446032,2014,1,0,"Not Summer"
"Invictus",31.784643,2009,1,0,"Not Summer"
"Invincible",52.149527,2006,8,0,"Summer"
"Iron Man",306.922205,2008,5,0,"Summer"
"Iron Man 2",308.844539,2010,5,0,"Summer"
"Iron Man 3",405.046013,2013,5,1,"Summer"
"It's Complicated",105.45399,2009,1,0,"Not Summer"
"It Follows",12.461145,2015,3,0,"Not Summer"
"J. Edgar",33.572698,2011,11,0,"Not Summer"
"Jab Tak Hai Jaan",1.941805,2012,11,0,"Not Summer"
"Jack and Jill",68.911518,2011,11,0,"Not Summer"
"Jack Reacher",74.177333,2012,1,0,"Not Summer"
"Jack Reacher: Never Go Back",55.669185,2016,10,0,"Not Summer"
"Jack Ryan: Shadow Recruit",45.446861,2014,1,0,"Not Summer"
"Jack the Giant Slayer",60.380322,2013,3,1,"Not Summer"
"Jackass 3-D",115.204304,2010,10,0,"Not Summer"
"Jackass Presents: Bad Grandpa",96.247353,2013,10,0,"Not Summer"
"Jackass: Number Two",69.528878,2006,9,0,"Not Summer"
"Jason Bourne",156.98129,2016,7,1,"Summer"
"Jennifer's Body",13.52576,2009,9,0,"Not Summer"
"Jersey Boys",42.926509,2014,6,0,"Summer"
"Jet Li's Fearless",22.557572,2006,9,0,"Not Summer"
"Jobs",9.143287,2013,8,0,"Summer"
"John Carter",68.401011,2012,3,1,"Not Summer"
"John Tucker Must Die",36.748658,2006,7,0,"Summer"
"John Wick",39.733701,2014,10,0,"Not Summer"
"Johnny English Reborn",6.465685,2011,10,0,"Not Summer"
"Jonah Hex",9.432203,2010,6,0,"Summer"
"Jonas Brothers: The 3D Concert Experience",16.838775,2009,2,1,"Not Summer"
"Journey 2: The Mysterious Island",99.742097,2012,2,1,"Not Summer"
"Journey to the Center of the Earth",88.969398,2008,7,1,"Summer"
"Joy",53.059638,2015,1,0,"Not Summer"
"Joyful Noise",23.48751,2012,1,0,"Not Summer"
"Judy Moody and the NOT Bummer Summer",12.82997,2011,6,0,"Summer"
"Julie & Julia",89.337483,2009,8,0,"Summer"
"Jumper",74.264786,2008,2,0,"Not Summer"
"Jumping the Broom",35.9073,2011,5,0,"Summer"
"Juno",135.969151,2007,1,0,"Not Summer"
"Jupiter Ascending",41.011063,2015,2,1,"Not Summer"
"Jurassic Park 3D",42.859985,2013,4,0,"Summer"
"Jurassic World",642.978555,2015,6,1,"Summer"
"Just Go With It",95.719209,2011,2,0,"Not Summer"
"Just My Luck",15.68867,2006,5,0,"Summer"
"Just Wright",19.42596,2010,5,0,"Summer"
"Justin Bieber: Never Say Never",68.828539,2011,2,1,"Not Summer"
"Kabali",1.925379,2016,7,0,"Summer"
"Katy Perry: Part of Me",22.849123,2012,7,1,"Summer"
"Keanu",19.48335,2016,4,0,"Summer"
"Keeping Up with the Joneses",12.215236,2016,10,0,"Not Summer"
"Kevin Hart: Laugh at My Pain",0.758461,2011,9,0,"Not Summer"
"Kevin Hart: Let Me Explain",27.148877,2013,7,0,"Summer"
"Kevin Hart: What Now?",22.444765,2016,10,0,"Not Summer"
"Kick-Ass",46.076235,2010,4,0,"Summer"
"Kick-Ass 2",24.529045,2013,8,0,"Summer"
"Killer Elite",22.258609,2011,9,0,"Not Summer"
"Killers",44.4861,2010,6,0,"Summer"
"Killing Them Softly",13.132305,2012,11,0,"Not Summer"
"King Kong",209.875885,2006,1,0,"Not Summer"
"Kingsman: The Secret Service",124.980248,2015,2,0,"Not Summer"
"Kit Kittredge: An American Girl",12.817946,2008,7,0,"Summer"
"Kites",0.959329,2010,5,0,"Summer"
"Knight & Day",70.981721,2010,6,0,"Summer"
"Knocked Up",143.93535,2007,6,0,"Summer"
"Knowing",74.83735,2009,3,0,"Not Summer"
"Krampus",38.269095,2015,12,0,"Not Summer"
"Kubo and the Two Strings",45.975957,2016,8,1,"Summer"
"Kung Fu Panda",207.941754,2008,6,0,"Summer"
"Kung Fu Panda 2",154.721363,2011,5,1,"Summer"
"Kung Fu Panda 3",137.413515,2016,1,1,"Not Summer"
"La La Land",30.980271,2016,12,0,"Not Summer"
"Labor Day",11.194568,2014,1,0,"Not Summer"
"Lady in the Water",35.922083,2006,7,0,"Summer"
"Lakeview Terrace",33.547085,2008,9,0,"Not Summer"
"Land of the Lost",45.61998,2009,6,0,"Summer"
"Larry Crowne",33.30793,2011,7,0,"Summer"
"Larry the Cable Guy: Health Inspector",10.824638,2006,3,0,"Not Summer"
"Last Chance Harvey",6.283014,2009,1,0,"Not Summer"
"Last Holiday",36.334394,2006,1,0,"Not Summer"
"Last Ounce of Courage",0.69,2012,9,0,"Not Summer"
"Last Vegas",58.980202,2013,11,0,"Not Summer"
"Law Abiding Citizen",70.413081,2009,10,0,"Not Summer"
"Lawless",35.40964,2012,8,0,"Summer"
"Leap Year",19.966185,2010,1,0,"Not Summer"
"Leatherheads",27.4603,2008,4,0,"Summer"
"Lee Daniels' The Butler",111.17774,2013,8,0,"Summer"
"Left Behind (2014)",11.927217,2014,10,0,"Not Summer"
"Legend of the Guardians: The Owls of Ga'Hoole",53.239584,2010,9,1,"Not Summer"
"Legends of Oz: Dorothy's Return",7.233278,2014,5,1,"Summer"
"Legion (2010)",36.101895,2010,1,0,"Not Summer"
"Les Miserables (2012)",142.428155,2012,1,0,"Not Summer"
"Let's Be Cops",80.047103,2014,8,0,"Summer"
"Let Me In",9.996469,2010,10,0,"Not Summer"
"Letters to God",1.088873,2010,4,0,"Summer"
"Letters to Juliet",50.475034,2010,5,0,"Summer"
"License to Wed",40.420048,2007,7,0,"Summer"
"Life as We Know It",45.440073,2010,10,0,"Not Summer"
"Life of Pi",114.643016,2012,2,1,"Not Summer"
"Lights Out",62.620376,2016,7,0,"Summer"
"Limitless",71.337594,2011,3,0,"Not Summer"
"Lincoln",174.268736,2012,1,0,"Not Summer"
"Lions for Lambs",12.123082,2007,11,0,"Not Summer"
"Little Boy",1.355876,2015,4,0,"Summer"
"Little Fockers",142.85088,2010,1,0,"Not Summer"
"Little Man",52.551984,2006,7,0,"Summer"
"Little Miss Sunshine",53.731299,2006,8,0,"Summer"
"Live Free or Die Hard",128.045507,2007,6,0,"Summer"
"Lockout",7.969032,2012,4,0,"Summer"
"London Has Fallen",57.175972,2016,3,0,"Not Summer"
"Lone Survivor",119.730906,2014,1,0,"Not Summer"
"Looper",59.413306,2012,9,0,"Not Summer"
"Lottery Ticket",16.290099,2010,8,0,"Summer"
"Love & Friendship",4.882374,2016,5,0,"Summer"
"Love & Mercy",5.455805,2015,6,0,"Summer"
"Love and Other Drugs",29.089263,2010,11,0,"Not Summer"
"Love Happens",19.785415,2009,9,0,"Not Summer"
"Love in the Time of Cholera",2.231856,2007,11,0,"Not Summer"
"Love the Coopers",20.453601,2015,11,0,"Not Summer"
"Lucky Number Slevin",19.634133,2006,4,0,"Summer"
"Lucky You",3.622974,2007,5,0,"Summer"
"Lucy",121.950375,2014,7,1,"Summer"
"MacGruber",8.361855,2010,5,0,"Summer"
"Machete",25.090845,2010,9,0,"Not Summer"
"Machete Kills",6.843387,2013,10,0,"Not Summer"
"Mad Max: Fury Road",148.692467,2015,5,1,"Summer"
"Mad Money",16.551781,2008,1,0,"Not Summer"
"Madagascar 3: Europe's Most Wanted",208.6704,2012,6,1,"Summer"
"Madagascar: Escape 2 Africa",173.788445,2008,11,0,"Not Summer"
"Made of Honor",45.097458,2008,5,0,"Summer"
"Magic Mike",111.425943,2012,6,0,"Summer"
"Magic Mike XXL",61.267078,2015,7,0,"Summer"
"Maleficent",230.339184,2014,5,1,"Summer"
"Mama",66.238255,2013,1,0,"Not Summer"
"Mamma Mia!",140.145715,2008,7,0,"Summer"
"Man of Steel",283.181087,2013,6,1,"Summer"
"Man of the Year",34.92403,2006,10,0,"Not Summer"
"Man on a Ledge",16.17021,2012,1,0,"Not Summer"
"Manchester by the Sea",27.055039,2016,12,0,"Not Summer"
"Marie Antoinette",13.514093,2006,10,0,"Not Summer"
"Marley and Me",135.060196,2008,1,0,"Not Summer"
"Marmaduke",28.417623,2010,6,0,"Summer"
"Mars Needs Moms",20.023746,2011,3,1,"Not Summer"
"Martian Child",6.398,2007,11,0,"Not Summer"
"Marvel's The Avengers",608.482552,2012,5,1,"Summer"
"Masterminds (2016)",14.511406,2016,9,0,"Not Summer"
"Material Girls",6.190228,2006,8,0,"Summer"
"Max (2015)",35.975655,2015,6,0,"Summer"
"Max Payne",36.864362,2008,10,0,"Not Summer"
"Maze Runner: The Scorch Trials",76.279959,2015,9,1,"Not Summer"
"McFarland, USA",39.441696,2015,2,0,"Not Summer"
"Me and Earl and the Dying Girl",4.88079,2015,7,0,"Summer"
"Me Before You",52.886795,2016,6,0,"Summer"
"Mechanic: Resurrection",16.946261,2016,8,0,"Summer"
"Meet Dave",8.272024,2008,7,0,"Summer"
"Meet the Blacks",4.727277,2016,4,0,"Summer"
"Meet the Mormons",3.737896,2014,10,0,"Not Summer"
"Meet the Robinsons",94.29651,2007,3,1,"Not Summer"
"Meet the Spartans",33.95085,2008,1,0,"Not Summer"
"Megamind",140.950962,2010,11,1,"Not Summer"
"Memoirs of a Geisha",52.262006,2006,1,0,"Not Summer"
"Metallica Through the Never",0.8114,2013,9,0,"Not Summer"
"Miami Vice",57.42512,2006,7,0,"Summer"
"MIB 3",166.740086,2012,5,0,"Summer"
"Michael Clayton",35.185572,2007,10,0,"Not Summer"
"Michael Jackson's This Is It",70.702401,2009,10,0,"Not Summer"
"Middle School: The Worst Years of My Life",14.709927,2016,10,0,"Not Summer"
"Midnight in Paris",45.695019,2011,5,0,"Summer"
"Mike and Dave Need Wedding Dates",42.537112,2016,7,0,"Summer"
"Milk",8.680883,2008,11,0,"Not Summer"
"Million Dollar Arm",32.666879,2014,5,0,"Summer"
"Minions",332.561115,2015,7,1,"Summer"
"Miracle at St. Anna",4.59339,2008,9,0,"Not Summer"
"Miracles from Heaven",57.685786,2016,3,0,"Not Summer"
"Mirror Mirror",55.499932,2012,3,0,"Not Summer"
"Mirrors",25.944208,2008,8,0,"Summer"
"Miss March",3.456944,2009,3,0,"Not Summer"
"Miss Peregrine's Home for Peculiar Children",83.947107,2016,9,1,"Not Summer"
"Miss Pettigrew Lives for a Day",3.14477,2008,3,0,"Not Summer"
"Miss Sloane",2.603426,2016,12,0,"Not Summer"
"Mission: Impossible - Ghost Protocol",199.091325,2011,1,0,"Not Summer"
"Mission: Impossible - Rogue Nation",192.554302,2015,7,0,"Summer"
"Mission: Impossible III",128.81985,2006,5,0,"Summer"
"Moana",206.477478,2016,11,1,"Not Summer"
"Moms' Night Out",7.965846,2014,5,0,"Summer"
"Money Monster",36.43941,2016,5,0,"Summer"
"Moneyball",69.850469,2011,9,0,"Not Summer"
"Monkey Kingdom",14.860169,2015,4,0,"Summer"
"Monster House",65.00055,2006,7,1,"Summer"
"Monsters University",252.612188,2013,6,1,"Summer"
"Monsters Vs. Aliens",194.101824,2009,3,0,"Not Summer"
"Monsters, Inc. (3D)",27.981554,2012,1,0,"Not Summer"
"Monte Carlo",21.296615,2011,7,0,"Summer"
"Moonlight (2016)",6.985105,2016,11,0,"Not Summer"
"Moonrise Kingdom",39.539044,2012,6,0,"Summer"
"Morning Glory",27.329723,2010,11,0,"Not Summer"
"Mortdecai",5.419265,2015,1,0,"Not Summer"
"Mother's Day",31.883943,2016,4,0,"Summer"
"Movie 43",5.137711,2013,1,0,"Not Summer"
"Mr. Bean's Holiday",27.87287,2007,8,0,"Summer"
"Mr. Brooks",25.053059,2007,6,0,"Summer"
"Mr. Holmes",7.971379,2015,7,0,"Summer"
"Mr. Magorium's Wonder Emporium",20.529495,2007,11,0,"Not Summer"
"Mr. Peabody & Sherman",105.851321,2014,3,1,"Not Summer"
"Mr. Popper's Penguins",60.104661,2011,6,0,"Summer"
"Mr. Woodcock",22.61359,2007,9,0,"Not Summer"
"Mud",17.427495,2013,4,0,"Summer"
"Munich",34.953375,2006,1,0,"Not Summer"
"Muppets Most Wanted",47.250553,2014,3,0,"Not Summer"
"Music and Lyrics",48.287917,2007,2,0,"Not Summer"
"My All American",0.52,2015,11,0,"Not Summer"
"My Best Friend's Girl",16.047683,2008,9,0,"Not Summer"
"My Big Fat Greek Wedding 2",58.28841,2016,3,0,"Not Summer"
"My Bloody Valentine 3-D",46.325554,2009,1,0,"Not Summer"
"My Life in Ruins",4.661283,2009,6,0,"Summer"
"My Sister's Keeper",43.740549,2009,6,0,"Summer"
"My Soul to Take",12.91328,2010,10,1,"Not Summer"
"My Super Ex-Girlfriend",19.118663,2006,7,0,"Summer"
"Nacho Libre",78.187819,2006,6,0,"Summer"
"Nancy Drew",19.334739,2007,6,0,"Summer"
"Nanny McPhee",40.23292,2006,1,0,"Not Summer"
"Nanny McPhee Returns",23.67266,2010,8,0,"Summer"
"National Lampoon's Van Wilder: The Rise of Taj",2.49356,2006,12,0,"Not Summer"
"National Treasure: Book of Secrets",205.988174,2007,1,0,"Not Summer"
"Need for Speed",41.394244,2014,3,1,"Not Summer"
"Neighbors",144.348575,2014,5,0,"Summer"
"Neighbors 2: Sorority Rising",50.968225,2016,5,0,"Summer"
"Nerve",34.037642,2016,7,0,"Summer"
"Never Back Down",19.712226,2008,3,0,"Not Summer"
"New in Town",8.628291,2009,1,0,"Not Summer"
"New Year's Eve",51.24744,2011,1,0,"Not Summer"
"Next",16.727747,2007,4,0,"Summer"
"Next Day Air",8.195407,2009,5,0,"Summer"
"Nick and Norah's Infinite Playlist",27.522455,2008,10,0,"Not Summer"
"Night at the Museum",239.470145,2006,1,0,"Not Summer"
"Night at the Museum: Battle of the Smithsonian",170.848363,2009,5,0,"Summer"
"Night at the Museum: Secret of the Tomb",106.235092,2014,1,0,"Not Summer"
"Nightcrawler",30.490222,2014,10,0,"Not Summer"
"Nights in Rodanthe",37.900254,2008,9,0,"Not Summer"
"Nim's Island",44.395857,2008,4,0,"Summer"
